TIME                TIMESTEP            PRHO                VFRAC               SIG11               SIG22               SIG33               SIG12               SIG23               SIG13               DSIGDT11            DSIGDT22            DSIGDT33            DSIGDT12            DSIGDT23            DSIGDT13            STRAIN11            STRAIN22            STRAIN33            STRAIN12            STRAIN23            STRAIN13            F11                 F12                 F13                 F21                 F22                 F23                 F31                 F32                 F33                 D11                 D22                 D33                 D12                 D23                 D13                 W11                 W12                 W13                 W21                 W22                 W23                 W31                 W32                 W33                 EQVEPS              PRESSURE            GAM                 GAMNL               EPV                 DAM                 BSIG11              BSIG22              BSIG33              BSIG12              BSIG23              BSIG13              ENRGY               TMPR                RHO                 R                   Z                   YLD                 FREE01              FREE02              FREE03              FREE04              FREE05              
6.8000000000E-02    1.0000000000E-03    9.9997280066E-01    1.0000000000E+00    1.1179082133E+07    1.4551915228E-11    1.4551915228E-11    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826666E+08    7.2759576142E-09    2.1827872843E-08    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    6.8000000000E-05    -2.0400143389E-05   -2.0400143389E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000680023E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997960006E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997960006E-01    9.9999999999E-04    -3.0000210868E-04   -3.0000210868E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    6.0312141954E-05    -3.7263607110E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7747403052E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    9.1276823395E+06    6.4542460788E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
6.9000000000E-02    1.0000000000E-03    9.9997240067E-01    1.0000000000E+00    1.1343480400E+07    7.2759576142E-12    7.2759576142E-12    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826668E+08    -7.2759576142E-09   -7.2759576142E-09   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    6.9000000000E-05    -2.0700145498E-05   -2.0700145498E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000690024E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997930007E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997930007E-01    1.0000000001E-03    -3.0000210872E-04   -3.0000210872E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    6.1199085218E-05    -3.7811601332E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7754573700E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    9.2619129622E+06    6.5491614623E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
7.0000000000E-02    1.0000000000E-03    9.9997200069E-01    1.0000000000E+00    1.1507878666E+07    -7.2759576142E-12   -7.2759576142E-12   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826667E+08    -1.4551915228E-08   -1.4551915228E-08   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.0000000000E-05    -2.1000147607E-05   -2.1000147607E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000700025E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997900007E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997900007E-01    1.0000000000E-03    -3.0000210869E-04   -3.0000210869E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    6.2086028482E-05    -3.8359595554E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7699859482E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    9.3961435848E+06    6.6440768458E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
7.1000000000E-02    1.0000000000E-03    9.9997160070E-01    1.0000000000E+00    1.1672276933E+07    -2.9103830457E-11   -2.9103830457E-11   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826668E+08    -2.1827872843E-08   -2.1827872843E-08   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.1000000000E-05    -2.1300149716E-05   -2.1300149716E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000710025E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997870008E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997870008E-01    1.0000000001E-03    -3.0000210871E-04   -3.0000210871E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    6.2972971746E-05    -3.8907589777E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7747576886E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    9.5303742075E+06    6.7389922293E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
7.2000000000E-02    1.0000000000E-03    9.9997120072E-01    1.0000000000E+00    1.1836675200E+07    1.4551915228E-11    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826666E+08    4.3655745685E-08    2.9103830457E-08    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.2000000000E-05    -2.1600151824E-05   -2.1600151824E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000720026E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997840008E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997840008E-01    9.9999999996E-04    -3.0000210867E-04   -3.0000210867E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    6.3859915010E-05    -3.9455583999E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7728715909E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    9.6646048301E+06    6.8339076128E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
7.3000000000E-02    1.0000000000E-03    9.9997080073E-01    1.0000000000E+00    1.2001073466E+07    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826667E+08    -1.4551915228E-08   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.3000000000E-05    -2.1900153933E-05   -2.1900153933E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000730027E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997810009E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997810009E-01    1.0000000000E-03    -3.0000210869E-04   -3.0000210869E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    6.4746858274E-05    -4.0003578221E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7785559592E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    9.7988354527E+06    6.9288229964E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
7.4000000000E-02    1.0000000000E-03    9.9997040075E-01    1.0000000000E+00    1.2165471733E+07    -7.2759576142E-12   -7.2759576142E-12   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826667E+08    -7.2759576142E-09   -7.2759576142E-09   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.4000000000E-05    -2.2200156042E-05   -2.2200156042E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000740027E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997780009E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997780009E-01    1.0000000001E-03    -3.0000210870E-04   -3.0000210870E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    6.5633801538E-05    -4.0551572443E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7688907652E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    9.9330660754E+06    7.0237383799E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
7.5000000000E-02    1.0000000000E-03    9.9997000077E-01    1.0000000000E+00    1.2329870000E+07    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826668E+08    7.2759576142E-09    7.2759576142E-09    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.5000000000E-05    -2.2500158150E-05   -2.2500158150E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000750028E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997750009E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997750009E-01    1.0000000001E-03    -3.0000210871E-04   -3.0000210871E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    6.6520744802E-05    -4.1099566666E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7632107721E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    1.0067296698E+07    7.1186537634E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
7.6000000000E-02    1.0000000000E-03    9.9996960078E-01    1.0000000000E+00    1.2494268266E+07    7.2759576142E-12    7.2759576142E-12    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826664E+08    7.2759576142E-09    7.2759576142E-09    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.6000000000E-05    -2.2800160259E-05   -2.2800160259E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000760029E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997720010E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997720010E-01    9.9999999987E-04    -3.0000210864E-04   -3.0000210864E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    6.7407688066E-05    -4.1647560888E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7787080639E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    1.0201527321E+07    7.2135691469E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
7.7000000000E-02    1.0000000000E-03    9.9996920080E-01    1.0000000000E+00    1.2658666533E+07    -7.2759576142E-12   -7.2759576142E-12   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826664E+08    -1.4551915228E-08   -1.4551915228E-08   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.7000000000E-05    -2.3100162368E-05   -2.3100162368E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000770030E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997690010E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997690010E-01    9.9999999986E-04    -3.0000210864E-04   -3.0000210864E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    6.8294631330E-05    -4.2195555110E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7633237642E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    1.0335757943E+07    7.3084845304E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
7.8000000000E-02    1.0000000000E-03    9.9996880082E-01    1.0000000000E+00    1.2823064800E+07    7.2759576142E-12    7.2759576142E-12    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826664E+08    1.4551915228E-08    1.4551915228E-08    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.8000000000E-05    -2.3400164476E-05   -2.3400164476E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000780030E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997660011E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997660011E-01    9.9999999985E-04    -3.0000210864E-04   -3.0000210864E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    6.9181574594E-05    -4.2743549332E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7719546171E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    1.0469988566E+07    7.4033999139E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
7.9000000000E-02    1.0000000000E-03    9.9996840083E-01    1.0000000000E+00    1.2987463066E+07    -7.2759576142E-12   -7.2759576142E-12   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826667E+08    -1.4551915228E-08   -1.4551915228E-08   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.9000000000E-05    -2.3700166585E-05   -2.3700166585E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000790031E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997630011E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997630011E-01    1.0000000000E-03    -3.0000210869E-04   -3.0000210869E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.0068517858E-05    -4.3291543554E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7634150270E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    1.0604219189E+07    7.4983152974E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
8.0000000000E-02    1.0000000000E-03    9.9996800085E-01    1.0000000000E+00    1.3151861333E+07    -1.4551915228E-11   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826666E+08    -7.2759576142E-09   7.2759576142E-09    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    8.0000000000E-05    -2.4000168694E-05   -2.4000168694E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000800032E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997600012E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997600012E-01    1.0000000000E-03    -3.0000210868E-04   -3.0000210868E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.0955461122E-05    -4.3839537777E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7715895659E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    1.0738449811E+07    7.5932306809E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
8.1000000000E-02    1.0000000000E-03    9.9996760087E-01    1.0000000000E+00    1.3316259600E+07    7.2759576142E-12    7.2759576142E-12    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826666E+08    2.1827872843E-08    7.2759576142E-09    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    8.1000000000E-05    -2.4300170802E-05   -2.4300170802E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000810033E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997570012E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997570012E-01    9.9999999995E-04    -3.0000210867E-04   -3.0000210867E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.1842404387E-05    -4.4387531999E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7714548446E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    1.0872680434E+07    7.6881460644E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
8.2000000000E-02    1.0000000000E-03    9.9996720088E-01    1.0000000000E+00    1.3480657866E+07    -7.2759576142E-12   -7.2759576142E-12   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826665E+08    -1.4551915228E-08   -1.4551915228E-08   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    8.2000000000E-05    -2.4600172911E-05   -2.4600172911E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000820034E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997540013E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997540013E-01    9.9999999989E-04    -3.0000210865E-04   -3.0000210865E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.2729347651E-05    -4.4935526221E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    4.9094473251E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    1.1006911056E+07    7.7830614479E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
8.3000000000E-02    1.0000000000E-03    9.9996680090E-01    1.0000000000E+00    1.3645056133E+07    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826663E+08    7.2759576142E-09    7.2759576142E-09    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    8.3000000000E-05    -2.4900175020E-05   -2.4900175020E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000830034E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997510013E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997510013E-01    9.9999999982E-04    -3.0000210863E-04   -3.0000210863E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.3616290914E-05    -4.5483520443E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7631021259E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    1.1141141679E+07    7.8779768314E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
8.4000000000E-02    1.0000000000E-03    9.9996640092E-01    1.0000000000E+00    1.3809454400E+07    7.2759576142E-12    7.2759576142E-12    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826670E+08    7.2759576142E-09    7.2759576142E-09    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    8.4000000000E-05    -2.5200177128E-05   -2.5200177128E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000840035E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997480014E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997480014E-01    1.0000000002E-03    -3.0000210874E-04   -3.0000210874E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.4503234178E-05    -4.6031514665E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    4.9201033429E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    1.1275372302E+07    7.9728922150E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
8.5000000000E-02    1.0000000000E-03    9.9996600094E-01    1.0000000000E+00    1.3973852666E+07    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826668E+08    -7.2759576142E-09   -7.2759576142E-09   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    8.5000000000E-05    -2.5500179237E-05   -2.5500179237E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000850036E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997450015E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997450015E-01    1.0000000001E-03    -3.0000210871E-04   -3.0000210871E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.5390177443E-05    -4.6579508888E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    5.7727107945E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    1.1409602924E+07    8.0678075985E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
8.6000000000E-02    1.0000000000E-03    9.9996560095E-01    1.0000000000E+00    1.4138250933E+07    -7.2759576142E-12   -7.2759576142E-12   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.6439826667E+08    -7.2759576142E-09   -7.2759576142E-09   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    8.6000000000E-05    -2.5800181346E-05   -2.5800181346E-05   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    1.0000860037E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997420015E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    9.9997420015E-01    1.0000000000E-03    -3.0000210869E-04   -3.0000210869E-04   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    7.6277120706E-05    -4.7127503110E+06   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    4.9087389520E-305   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    NAN                 2.9800000000E+02    0.0000000000E+00    1.1543833547E+07    8.1627229820E+06    0.0000000000E+00    1.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    
